bangla,classes
জাতীয় নদী রক্ষা কমিশনের চেয়ারম্যান মুজিবুর রহমান হাওলাদার বলেছেন   নদী রক্ষার জন্য অবৈধ দখলকারদের বিরুদ্ধে নির্ভয়ে আইনের প্রয়োগ করতে হবে ,joy
জানতে পারছি না সে মুহুর্তে আগুনের কি অবস্থা  একবার পাশের ছাদের মইয়ের দিকে তাকাচ্ছি আরেকবার নিজেদের মধ্যে দৃষ্টি বদল করছি ,fear
জানলে অবাক হবেন  ইতিহাসের অন্যতম সেরা এই বক্তা উইনস্টন চার্চিলের কথা বলতেই সমস্যা হত  বহুদিন তিনি ডিপ্রেশনে ভুগেছেন  ভাষণ দেয়ার পর সমস্যা হওয়ার কারণে  তাঁর জন্য বিশেষ ওষুধও বানাতে হয়েছিল  কিন্তু এর কিছুই তাঁর চেষ্টা করা থামাতে পারেনি ,surprise
জানালার কাছে গিয়ে দেখি চারিদিকে মানুষের ভীর  গাছে এলোমেলো শাড়ি জড়ানো লাশ ঝুলছে  হজুরের বউয়ের লাশ  ঠিক যে যায়গাটায় শেষ কথা বলে এসেছিলাম ঠিক সেইখানে ,fear
জানি কাকা  আঁচলে চোখ মুছে নিগার বলল  এই মুহূর্তে বৃদ্ধ জ্যোতিষীর মুখটা কেমন যেন ঝাপসা দেখাচ্ছে ,sadness
জানি জানি পাতায় খাতায় অক্ষরে কালা মার্বেলমণির রাগ ঢালছো  ওটা এদিকে না এসে তীর্যক তীর ছুঁড়ছে  সরাসরি বললেই পারো  রাগ করেছো,anger
জানি না এই মৃত্যুর মিছিল কবে বন্ধ হবে হে আল্লাহ আপনি আমাদের ক্ষমা করেন  সচেতনতা বৃদ্ধি না পেলে আরো অনেক ভয়াবহ রূপ ধারণ করবে  ,fear
জানি না হাঁরিয়ে গেছো কোন দূর অজানায়  জানি না কি ভূল ছিল আমার ভাবনায়  তাই পেয়েও হাঁরিয়েছি আজ তোমায়,sadness
জানি স্রষ্টার ইচ্ছাতে হয়ত একদিন সুদূর কোনো দেশে বসে ভাববো এখানে আসার জন্যই এত কিছু করলাম কিন্তু এখন বিষ লাগছে  হয়ত কোনো ভালো কোম্পানিতে জব করেও হতাশ থাকব ,sadness
জানিনা আর কতটা জল চোখ দিয়ে পড়লে বিশ্বাস করবে শুধু একটা কথাই বলবো যতদিন বাঁচবো ততদিন আমার রাজকুমারী হয়ে থাকবে তুমি  হয়তো আমায় ভুলে গেছো না হয় কোনোদিন আমাকে মনেই রাখোনি,sadness
জানিনা সবাইকে কেমন আপ্যায়ন করতে পেরেছি  বাট তোরা এসেছিস এতেই খুশি ,joy
